Name,Email,Phone Number,Combined Address,Address, City, State,Zip,Website,GPS Coordinates,Par / Yards,Price Range /season,Twitter,Facebook
TPC Las Vagas,*no email listed,(702) 256-2000,"9851 Canyon Run Dr, Las Vegas, NV ",9851 Canyon Run Dr, Las Vegas, NV ,89144,https://www.tpc.com/tpc-las-vegas,,,,@tpclv,https://www.facebook.com/TPCLasVegas
TPC of Lousiana at Fairfield,*no email listed,(504) 436-8721,"11001 Lapalco Blvd, Avondale, LA",11001 Lapalco Blvd, Avondale, LA,70094,https://www.tpc.com/tpc-louisiana,,,,@TPCLA,https://www.facebook.com/TPCLouisiana
TPC San Antonio (ATT Canyons),,(210) 491-5800,"23808 Resort Pkwy, San Antonio, TX ",23808 Resort Pkwy, San Antonio, TX ,78261,http://www.tpc.com/sanantonio,,,$32-$47,@TPCSanAntonio,"""unavailable"""
TPC San Antonio (ATT Oaks),used events contact form,(210) 491-5800,"23808 Resort Pkwy, San Antonio, TX",23808 Resort Pkwy, San Antonio, TX,78261,http://www.tpc.com/sanantonio/atandt-oaks-course,,,,not listed on site,Facebook link says ERROR
TPC Sawgrass (Players Stadium),*no email listed,(904) 273-3235,"110 Championship Way, Ponte Vedra, FL",110 Championship Way, Ponte Vedra, FL,32082,https://www.tpc.com/tpc-sawgrass,,,,@TPCSawgrass,"widget on page says ""ERROR"""
TPC Scottsdale (Stadium),*no email listed,(480) 585-4334,"17020 N Hayden Rd, Scottsdale, AZ",17020 N Hayden Rd, Scottsdale, AZ,85255,http://www.tpc.com/scottsdale-the-stadium-course,,not listed on site,$39-$49,@PlayTPC,https://www.facebook.com/tpcscottsdale
TPS at Deere Run,*no email listed,(309) 796-6000,"3100 Heather Knoll, Silvis, IL ",3100 Heather Knoll, Silvis, IL ,61282,https://www.tpc.com/tpc-deere-run,,,,,
Tradition at La Quinta,info@traditiongc.com,(760) 564-8723,"78505 52nd Ave, La Quinta, CA ",78505 52nd Ave, La Quinta, CA ,92253,http://www.traditiongc.com,,,,,
Treetops (Premier),info@treetopsgolfresort.com,(866) 348-5249,"3962 Wilkinson Rd, Gaylord, MI",3962 Wilkinson Rd, Gaylord, MI,49735,http://treetops.com/courses/,,,,@Treetopsgc,
Treetops (Signature),info@treetopsgolfresort.com,(866) 348-5249,Gaylord,,Gaylord,,49735,http://treetops.com/courses/,,,,@Treetopsgc,
Treetops North (Smith),info@treetopsgolfresort.com,(352) 259-2313,"175 Rolling Acres Rd, Lady Lake, FL",175 Rolling Acres Rd, Lady Lake, FL,32159,http://treetops.com/golf/,,,,@Treetopsgc,https://www.facebook.com/TreetopsResortGolf
Triggs Memorial GC,info@triggs.necoxmail.com,(401) 521-8460,"1533 Chalkstone Ave, Providence, RI",1533 Chalkstone Ave, Providence, RI,02909,http://triggs.us,,,,@TriggsGolf,https://www.facebook.com/pages/Triggs-Memorial-Golf-Course/104943596215518
Troon North (Monument),"*no email listed, contact form",480-585-7700,"10320 E Dynamite Blvd, Scottsdale, AZ",10320 E Dynamite Blvd, Scottsdale, AZ,85262,http://www.troonnorthgolf.com/index.php,,not listed on site,not listed on site,@TroonNorthGC,https://www.facebook.com/TroonNorthGolfClub
Troon North (Pinnacle),"*no email listed, contact form",480-585-7700,"10320 E Dynamite Blvd, Scottsdale, AZ",10320 E Dynamite Blvd, Scottsdale, AZ,85262,http://www.troonnorthgolf.com/index.php,,not listed on site,not listed on site,@TroonNorthGC,https://www.facebook.com/TroonNorthGolfClub
Trophy Club,*no email listed,(765) 482-7272,"3887 U.S. 52, Lebanon, IN",3887 U.S. 52, Lebanon, IN,46052,http://www.thetrophyclubgolf.com,,,,"no account, @TrophyClubGov",https://www.facebook.com/trophyclubgolf?v=page_getting_started
"Trophy Lake Golf, Casting",lancef@trophylakegolf.com,(360) 874-8337,"        3900 SW Lake Flora Rd, Port Orchard, WA",        3900 SW Lake Flora Rd, Port Orchard, WA,98367,http://www.trophylakegolf.com,,,,no account,no real page
True Blue,truebluegolf@sccoast.net,(843) 235-0900,Pawleys Island,,Pawleys Island,,,http://www.fishclub.com,,,,not listed on site,not listed on site
Trump National Doral (Blue Monster),Info@TrumpHotels.com,(305) 592-2000,"4400 Northwest 87th Avenue, Miami, FL",4400 Northwest 87th Avenue, Miami, FL,33178,http://www.trumphotelcollection.com/miami/,,,,@TrumpDoral,https://www.facebook.com/TrumpDoral
Trump National GC,,,,,,,,,,,,,
Trump National GC Los Angeles,"Lili Amini, General Manager) lamini@trumpnational.com 

",(310) 265-5000,"1 Trump National Dr, Rancho Palos Verdes, CA",1 Trump National Dr, Rancho Palos Verdes, CA,90275,http://www.trumpnationallosangeles.com,,,,@TrumpGolfLA,https://www.facebook.com/pages/Trump-National-Golf-Club-Los-Angeles/162011417190258
"Tullymore GC
","(Gary Lewandowski, Head Golf Professional) gary@tullymoregolf.com",(231) 972-8821,Stanwood,Stanwood,,,49346,"
http://www.tullymoregolf.com/tullymoregolf/start_page.php",,,,@GolfTullymore,https://www.facebook.com/TullymoreGolfResort
Tumble Creek,"*no golf email, but resort and event emails listed; contact form available",(509) 649-6400,"3600 Suncadia Trail, Cle Elum, WA ",3600 Suncadia Trail, Cle Elum, WA ,98922,http://www.suncadiaresort.com/golf/tumble-creek?DB_OEM_ID=30200,,,,no account,https://www.facebook.com/pages/Suncadia-Resort/84199043168
Turnberry Isle Resort (Miller),"*no email listed, contact form",305-933-6929,"
19999 West Country Club Drive Aventure, FL","
19999 West Country Club Drive",Aventure, FL,,http://www.turnberryislemiami.com/activities/golf,,,,@TIsleMiami,https://www.facebook.com/TurnberryIsleMiami
Turnberry Isle Resort (Soffer),"*no email listed, contact form",(305) 933-6929,"
19999 West Country Club Drive Aventure, FL","
19999 West Country Club Drive",Aventure, FL,33180,http://www.turnberryislemiami.com/activities/golf,,,,@TIsleMiami,https://www.facebook.com/TurnberryIsleMiami
Turning Stone Resort (Atunyote),(Media Contact) bstagnitti@oneida-nation.org,(800) 771-7711,"5218 Patrick Rd, Verona, NY",5218 Patrick Rd, Verona, NY,13478,http://turningstone.com/golf/atunyote,,,,@TurningStone,https://www.facebook.com/TurningStoneResort
Turning Stone Resort (Kaluhyat),(Media Contact) bstagnitti@oneida-nation.org,(800) 771-7711,"5218 Patrick Rd, Verona, NY",5218 Patrick Rd, Verona, NY,13478,http://turningstone.com/golf/kaluhyat,,,,@TurningStone,https://www.facebook.com/TurningStoneResort
Turning Stone Resort (Shenendoah),(Media Contact) bstagnitti@oneida-nation.org,,Verona,,Verona,,,http://www.turningstone.com/,,,,@TurningStone,https://www.facebook.com/TurningStoneResort
Turtle Bay Resort (Arnold Palmer),info@turtlebaygolf.com,808-293-8574,Oahu,,Oahu,,96731,http://www.turtlebayresort.com/hawaii_golf/palmer_course/,,,,@TurtleBayResort,https://www.facebook.com/turtlebayresort
Twin Warriors,info@santaanagolf.com,(505) 771-6155,Sant Ana Pueblo,,Sant Ana Pueblo,,87004,http://mynewmexicogolf.com/twin_home/,,,,@TwinWarriors,https://www.facebook.com/TwinWarriorsGolfClub
Twisted Dune,"*no email listed, contact form (asks for phone number)",(609) 653-8019,"2101 Ocean Heights Ave, Egg Harbor Township, NJ ",2101 Ocean Heights Ave, Egg Harbor Township, NJ ,08234,http://www.twisteddune.com,,,,,
University of Georgia GC,golf@uga.edu,(706) 369-5739,"2600 Riverbend Rd, Athens, GA ",2600 Riverbend Rd, Athens, GA ,30605,"
http://golfcourse.uga.edu",,,,@UGAgolfcourse,https://www.facebook.com/ugagolfcourse
University of Michigan GC,*no email listed,(734) 615-4653,"Ann Arbor, MI",,Ann Arbor, MI,48104,http://www.mgoblue.com/facilities/golf-course.html,,,,@umichgolf,https://www.facebook.com/UofMGolfCourse
University of New Mexico (South),info@unmgolf.com,(505) 277-4546,"3601 Spirit Dr SE, Albuquerque, NM",3601 Spirit Dr SE, Albuquerque, NM,87106,http://www.unmgolf.com,,,,@unmgolf,https://www.facebook.com/pages/UNM-Championship-Golf-Course-OFFICIAL/258011677567547
University Ridge,universityridge@uwbadgers.com,(608) 845-7700,"        9002 County Road Pd, Madison, WI 
",        9002 County Road Pd, Madison," WI 
",53593,http://www.universityridge.com,,,,@URidgeGolf,https://www.facebook.com/UniversityRidgeGC
Valhalla GC,"(Keith Reese, general manager) kreese@pgahq.com",(502)245-4475,"15503 Shelbyville Road, Louisville, KY",15503 Shelbyville Road, Louisville, KY,40253,http://valhalla.pgalinks.com,,,,@ValhallaGolf,no actual page
Valley Club of Montecito,,(805) 969-4681,"1901 E Valley Rd, Montecito, CA",1901 E Valley Rd, Montecito, CA,93108,,,,,,
Ventana Canyon  (Mountain),(Bob O'Brian - director of golf) bobrian@thelodgeatventanacanyon.com,"520-577-1400

","6200 N Club House Ln, Tucson, AZ",6200 N Club House Ln, Tucson, AZ,85750,"
http://www.ventanacanyonclub.com",,not listed on site,$29-$49,not listed on site,no account
Ventana Canyon (Canyon),(Bob O'Brian - director of golf) bobrian@thelodgeatventanacanyon.com,(520) 577-1400,"6200 N Club House Ln, Tucson, AZ",6200 N Club House Ln, Tucson, AZ,85750,http://www.ventanacanyonclub.com/Default.aspx?p=DynamicModule&pageid=231487&ssid=82488&vnf=1,,,,not listed on site,https://www.facebook.com/LoewsVentanaCanyon
Vesper CC,,(978) 458-8731,"185 Pawtucket Blvd, Tyngsborough, MA ",185 Pawtucket Blvd, Tyngsborough, MA ,01879,https://www.vespercc.com,,,,,
Victoria Hills,"(Matt Payne, General Manager) mpayne@victoriahillsgolf.com",(386) 738-6000,"300 Spalding Way, DeLand, FL",300 Spalding Way, DeLand, FL,32724,"
http://www.victoriahillsgolf.com/index.php",,,,widget brings you to home page,https://www.facebook.com/victoriahillsgc
Victoria National GC,info@victorianational.com,(812) 858-8230,"2000 Victoria National Blvd, Newburgh, IN ",2000 Victoria National Blvd, Newburgh, IN ,47630,http://www.victorianational.com,,,,@GolfVNGC,https://www.facebook.com/VictoriaNational
Wade Hampton Club,*no email; contact form,(828) 743-5950,"N Carolina 107, Cashiers, NC",N Carolina 107, Cashiers, NC,28717,http://www.wadehamptongc.com,,,,no account,no actual page
Wailea (Gold),info@waileagolf.com,(808) 875-7450,"100 Wailea Golf Club Dr, Kihei, HI",100 Wailea Golf Club Dr, Kihei, HI,96753,http://waileagolf.com/index.php?linksid=4,,,,@WaileaGolf,https://www.facebook.com/waileagolf
Wailea GC (Emerald),info@waileagolf.com,808-875-7450,Maui,Maui,,HI,96753,http://www.waileagolf.com/index.php?linksid=13,,,,@WaileaGolf,https://www.facebook.com/waileagolf
Wannamoisett CC,"(Greens manager, Mark Daniels) mdaniels@wannamoisett.com",(401) 434-1200,"96 Hoyt Ave, Rumford, RI",96 Hoyt Ave, Rumford, RI,02916,http://www.wannamoisett.com,,,,@Wannamoisett,no page found
Warren GC at Notre Dame,warrengc@nd.edu,(574) 631-4653,"110 Warren Golf Course Clubhouse, Notre Dame, IN ",110 Warren Golf Course Clubhouse, Notre Dame, IN ,46556,"
http://warrengolfcourse.com",,,,@WarrenGCatND,https://www.facebook.com/WarrenGCatND
Waverley CC,lynda@waverley.cc,(503) 654-6521,"1100 SE Waverly Dr, Portland, OR",1100 SE Waverly Dr, Portland, OR,97222,http://www.waverley.cc/,,,,no account,https://www.facebook.com/pages/Waverley-Country-Club/115592375130639?sk=info
We-Ko-Pa (Cholla),"(Matt Barr, General Manager) mbarr@wekopa.com

",480-836-9000,"Fort McDowell, ",Fort McDowell, ,,85264,"
http://wekopa.com/golf/cholla-course/",,not listed on site,not listed on site,@wekopa,https://www.facebook.com/wekopagolfclub
We-Ko-Pa (Saguaro),"(Matt Barr, General Manager) mbarr@wekopa.com
",480-836-9000,"Fort McDowell, ",Fort McDowell, ,,85264,http://wekopa.com/golf/saguaro-course/,,not listed on site,not listed on site,@wekopa,https://www.facebook.com/wekopagolfclub
WeaverRidge,*no email listed,(309) 691-3344,"5100 N Weaverridge Blvd, Peoria, IL ",5100 N Weaverridge Blvd, Peoria, IL ,61615,http://www.weaverridge.com,,,,@weaverridge,https://www.facebook.com/pages/WeaverRidge-Golf-Club/320490458049
Wee Burn,,(203) 655-1477,"410 Hollow Tree Ridge Rd â€¢ Darien, CT",410 Hollow Tree Ridge Rd,Darien, CT,06820,http://www.weeburn.org,,,,,
Westchester CC (West),no email listed,(914) 967-6000,"99 Biltmore Ave, Rye, NY ",99 Biltmore Ave, Rye, NY ,10580,http://www.wccclub.org,,,,no account,https://www.facebook.com/pages/Westchester-Country-Club/126085064080381
Westhampton CC,no email listed,(631) 288-1148,"35 Potunk Ln, Westhampton Beach, NY ",35 Potunk Ln, Westhampton Beach, NY ,11978,http://www.westhamptoncc.org,,,,no account,no page found
Whippoorwill CC,no email listed,(914) 273-3011,"150 Whippoorwill Rd, Armonk, NY ",150 Whippoorwill Rd, Armonk, NY ,10504,https://www.whippoorwillclub.org,,,,no account,no actual page
Whirlwind GC (Cattail),whirlwindgolfclub@outlook.com,480-940-1500,Chandler,Chandler,,,85226,http://www.whirlwindgolf.com/index.php,,,$34-$60 until Aug.,@WhirlwindGolf,https://www.facebook.com/pages/Whirlwind-Golf-Club-at-Wild-Horse-Pass/171457898427
Whirlwind GC (Devil's Claw),whirlwindgolfclub@outlook.com,480-940-1500,"5692 W North Loop Rd, Chandler, AZ ",5692 W North Loop Rd, Chandler, AZ ,85226,http://www.whirlwindgolf.com/index.php,,,$34-$60,@WhirlwindGolf,https://www.facebook.com/pages/Whirlwind-Golf-Club-at-Wild-Horse-Pass/171457898427
Whiskey Creek,"(Ted Goodenow, General Manager) tgoodenow@kempersports.com",301-694-2900,"4804 Whiskey Ct, Ijamsville, MD",4804 Whiskey Ct, Ijamsville, MD,21754,http://www.whiskeycreekgolf.com/-home,,,,@WhiskeyCreek,https://www.facebook.com/WhiskeyCreekGolfClub
Whisper Rock (Lower),,,"Scottsdale, AZ",,Scottsdale, AZ,,no website?,,,,,
Whisper Rock (Upper),,(480) 575-8700,"32000 N Old Bridge Rd, Scottsdale, AZ",32000 N Old Bridge Rd, Scottsdale, AZ,85266,,,,,,
Whispering Pines Golf Club,,(936) 594-4980,"1532 Whispering Pines Dr, Trinity, TX",1532 Whispering Pines Dr, Trinity, TX,75862,,,,,no account,https://www.facebook.com/WhisperingPinesGC
Whistling Straits (Irish),"(Leslie Stachowiak, Media Director)  leslie.stachowiak@kohler.com",(800) 618-5535," N8501 County Road LS, Sheboygan, WIÂ ", N8501 County Road LS, Sheboygan, WIÂ ,53083,http://www.americanclubresort.com/golf/ws/irish_detail.html,,,,widget on site brings you to home page,https://www.facebook.com/GolfKohler
Whistling Straits (Straits),"(Leslie Stachowiak, Media Director)  leslie.stachowiak@kohler.com",(800) 618-5535,"N8501 County Road LS, Sheboygan, WI ",N8501 County Road LS, Sheboygan, WI ,53083,http://www.americanclubresort.com/golf/ws/straits_detail.html,,,,@TheAmericanClub,https://www.facebook.com/americanclub
White Bear Yacht Club,"(Joyce Halama, General Manager) joyce@wbyc.com",(651) 429-4567,"56 Dellwood Ave, Dellwood, MN",56 Dellwood Ave, Dellwood, MN,55110,http://www.wbyc.com,,,,no account,https://www.facebook.com/pages/White-Bear-Yacht-Club/151017534909528?cropsuccess
"White Clay Creek
","(Ryan Kidwell, Executor Director of Golf) ryan.kidwell@delawarepark.com",(302) 994-6700,"777 Delaware Park Blvd, Wilmington, DE",777 Delaware Park Blvd, Wilmington, DE,19804,http://www.whiteclaycreekgolfcourse.com/HTML/index.html,,,,?,
White Manor CC,,(610) 647-1070,"831 Providence Rd, Malvern, PA",831 Providence Rd, Malvern, PA,19355,http://www.whitemanorcc.com,,,,,
Whiteface Club,info@whitefaceclubresort.com,(518) 523-2551,"373 Whiteface Inn Ln, Lake Placid, NY",373 Whiteface Inn Ln, Lake Placid, NY,12946,http://www.whitefaceclubresort.com,,,,not listed on site,not listed on site
Whitefish Lake (South),,(406) 862-5960,"1200 U.S. 93, Whitefish, Mt ",1200 U.S. 93, Whitefish, Mt ,59937,https://golfwhitefish.com/south-course/,,,,,
Whitehawk Ranch,"(Tod McCormick, head golf professional) tad@golfwhitehawk.com",(530) 836-0394,"768 Whitehawk Dr, Clio, CA",768 Whitehawk Dr, Clio, CA,96106,http://www.golfwhitehawk.com,,,$85-$125,no account,https://www.facebook.com/pages/Lodge-at-Whitehawk-Ranch/108061592576821
Whitetail Club,*no email listed,(208) 634-1725,"501 W Lake St, McCall, ID",501 W Lake St, McCall, ID,83638,http://whitetailclub.com,,,,@WhitetailClub,https://www.facebook.com/WhitetailGolf
Whitinsville GC,"(PGA professional, Matt Griffith) mattgriffith@pga.com",(508) 234-6210,"179 Fletcher St, Whitinsville, MA",179 Fletcher St, Whitinsville, MA,01588,http://www.whitinsvillegolfclub.net,,,,,
Wild Horse,gm@playwildhorse.com,(308) 537-7700,"41150 Rd. 768, Gothenburg, NE",41150 Rd. 768, Gothenburg, NE,69138,http://www.playwildhorse.com,,,,,https://www.facebook.com/pages/Wild-Horse-Plains-Golf-Course/424889680878314
Wild Rock GC,info@wildrockgolf.com,(608) 253-4653,"
856 Canyon Rd, Wisconsin Dells, WI","
856 Canyon Rd", Wisconsin Dells, WI,53965,http://www.wildrockgolf.com,,,,@WildRockGolf,https://www.facebook.com/pages/Wild-Rock-Golf-Club/81631148958
Wilderness at Fortune Bay,"(Tom Beaudry, General Manager) tbeaudry@kempersports.com",(800) 992-4680,"1450 Bois Forte Rd, Tower, MN",1450 Bois Forte Rd, Tower, MN,55790,http://www.golfthewilderness.com/-home,,,,@WildernessGolf,https://www.facebook.com/pages/The-Wilderness-at-Fortune-Bay/98657942818
Wilderness Club,"*no listed email, contact form",(406) 889-6501,"1885 Sophie Lake Rd, Eureka, Mt",1885 Sophie Lake Rd, Eureka, Mt,59917,http://www.thewildernessclub.com,,,,@twildernessclub,https://www.facebook.com/thewildernessclub?ref=br_tf
Winchester CC,,(781) 729-1181,"468 Mystic St, Winchester, MA",468 Mystic St, Winchester, MA,02474,http://winchestercc.org,,?,?,no account,no actual page
Windance Country Club,,,,,,,,,,,,,
Windsong Farms,,,"Independence, MN",,Independence, MN,,,,,,,
Wine Valley,mail@winevalleygolfclub.com,(509) 525-4653,"176 Wine Valley Road, Walla Walla, WA",176 Wine Valley Road, Walla Walla, WA,99362,https://www.winevalleygolfclub.com,,,,no account,https://www.facebook.com/WineValleyGolfClub
Winged Foot GC (East),frontdesk@wfgc.org,(914) 698-8400,"851 Fenimore Rd, Mamaroneck, NY",851 Fenimore Rd, Mamaroneck, NY,10543,http://www.wfgc.org/,,,,no account,no actual page
Winged Foot GC (West),frontdesk@wfgc.org,(914) 698-8400,"851 Fenimore Rd, Mamaroneck, NY",851 Fenimore Rd, Mamaroneck, NY,10543,http://www.wfgc.org/,,,,no account,no actual page
Winnapaug GCC,winnapaugcountryclub@gmail.com,(401) 596-1237,Westerly,,Westerly,,02891,http://www.winnapaugcountryclub.com,,,,no account,no real page
WinStar Golf Club,"*no email listed, contact form (asks for phone number)",1-800-622-6317,Thackerville,,Thackerville,,73459,http://winstarworldcasino.com/golf,,,,@WinStarWorld,http://www.facebook.com/WinStarWorldCasino
Wintonbury Hills,*no email listed,(860) 242-1401,"206 Terry Plains Rd, Bloomfield, CT",206 Terry Plains Rd, Bloomfield, CT,06002,http://www.wintonburyhillsgolf.com,,,,no account,no account
Wolf Creek,reservations@golfwolfcreek.com,(702) 346-1670,"403 Paradise Pkwy, Mesquite, NV",403 Paradise Pkwy, Mesquite, NV,89027,"
http://www.golfwolfcreek.com/-home",,,,,https://www.facebook.com/pages/Wolf-Creek-Golf-Club-Mesquite-NV/125209116504
Wolf Run,"(Ryan Brontrager, head golf professional) ryan@wolfrungc.com",(317) 769-5260,"601 S 900 E, ZIONSVILLE, IN",601 S 900 E, ZIONSVILLE, IN,46077,http://wolfrungc.com/,,,,@WolfRunGolfClub,https://www.facebook.com/officialwolfrungolfclub
Wolfdancer,"*no email listed, contact form",(512) 308-4770,"575 Hyatt Lost Pines Rd, Cedar Creek, TX",575 Hyatt Lost Pines Rd, Cedar Creek, TX,78612,http://www.wolfdancergolfclub.com,,"72 and 7,205yards from back tee","$149 Peak, $119 off peak",@WDGolfClub,https://www.facebook.com/pages/Wolfdancer-Golf-Club/160102554038473
Woodway CC,,(203) 322-1661,"540 Hoyt St, Darien, CT ",540 Hoyt St, Darien, CT ,06820,http://www.woodway.org/,,,,,
Worcester CC,,,"Worcester, MA",,Worcester, MA,,,,,,,
World Woods (Pine Barrens),"*no email listed, contact form",(352) 796-5500,"17590 Ponce De Leon Blvd, Brooksville, FL",17590 Ponce De Leon Blvd, Brooksville, FL,34614,http://www.worldwoods.com/golf/pine-barrens,,,,no account,https://www.facebook.com/pages/World-Woods-Golf-Club/288307731263862
World Woods (Rolling Oaks),"*no email listed, contact form",(352) 796-5500,"17590 Ponce De Leon Blvd, Brooksville, FL",17590 Ponce De Leon Blvd, Brooksville, FL,34614,http://www.worldwoods.com/golf/rolling-oaks,,,,no account,https://www.facebook.com/pages/World-Woods-Golf-Club/288307731263862
Worthington Manor,"*no email listed, contct form",(301) 874-5400,"8329 Fingerboard Rd, Urbana, MD",8329 Fingerboard Rd, Urbana, MD,21704,http://www.worthingtonmanor.com,,,,@WorthingtonGolf,https://www.facebook.com/WORTHINGTONMANORGOLF
Wykagyl CC,"(Robert Kasara, GM) rkasara@wykagylcc.org",(914) 636-8700,"1195 North Avenue, New Rochelle, NY",1195 North Avenue, New Rochelle, NY,10804,http://www.wykagylcc.org,,,,no account?,no actual page
Wyncote,wyncote@wyncote.com,(610) 932-8900,"50 Wyncote Dr, Oxford, PA ",50 Wyncote Dr, Oxford, PA ,19363,http://www.wyncote.com,,,,no account,https://www.facebook.com/pages/Wyncote-Golf-Club-Oxford-Pa/183049925067589
Wynn GC,pr@wynnlasvegas.com,(702) 770-4653,Las Vagas,,Las Vagas,NV,89109,http://www.wynnlasvegas.com/Activities/Golf/WynnGolfCourse,,,,,
Yeamans Hall Club,no email listed; site only for members,(843) 747-8855,"900 Yeamans Hall Rd, Hanahan, SC",900 Yeamans Hall Rd, Hanahan, SC,29410,https://www.yeamanshallclub.com,,,,no account,no actual page
